fico,aprv_flag,amtfinanced_1req,collateral_dlrinput_newused_1req,pti_1req,ltv_1req,p12_reh7120_a,p12_bcx7110_a,p12_all7170_a,p12_aut7110_a,p12_all7120_a,p12_all7937_a,p12_bcc8120_a,p12_iln7410_a,p12_rev1300_a,p12_all8150_a,p12_bca8370_a,p12_all7517_a,p12_iln8220_a,p12_all6250_a,p12_aua8151_a,p12_rtr7110_a,p12_pil8120_a,p12_aua0300_a,p12_all7938_a,p12_bcc3456_a,p12_all8370_a,p12_aua8220_a,p12_als1300_a,p12_aua6200_a,p12_all2427_a,p12_alm6200_a,p12_all6971_a,clntr9437_a,clact9429_a,clall5010_a,clall2434_a,cloil0214_a,cltra4405_a,clact9428_a,bad_flag,Gender,Race
852,1,22842,USED,5.92,50.59,35,2,0,,98,100,13,20,31,,44,8,130,1,,12,5,4,100,2,53,130,39,1,0,1,1,,,,,,,,0,Female,Black
665,1,82341,NEW,11.22,119.58,90,73,0,88,98,50,70,13,7,50,80,33,146,1,79,48,68,14,57,1,30,109,33,30,0,30,1,2,2,,,,,0,0,Female,White
657,1,11574,USED,6.08,119.94,99,74,0,,100,100,5,9,10,46,34,50,119,400,,36,2,12,93,0,11,81,33,1,0,400,1,4,9,,,,,2,0,Female,White
731,1,66290,NEW,10.63,100,39,31,0,,99,100,38,0,2,24,90,25,100,1,,0,,1,80,2,61,87,4,1,0,90,1,,,,,,,,0,Male,Black
813,1,18905,USED,9.8,105.91,33,33,0,21,95,100,197,50,3,,197,0,91,1,,0,,2,100,1,62,91,7,1,0,1,1,,,,,,,,0,Female,White
806,1,29406,USED,4.61,105.06,0,0,0,87,111,100,40,44,5,,46,25,70,1,,0,6,7,100,2,30,68,16,1,0,1,1,1,1,,,,,0,0,Male,White
562,0,21271,USED,8.7,101.82,,,60,80,80,7,,14,1,,,0,127,120,,,,2,7,,25,113,3,1,0,400,400,2,2,1451,,,,1,0,Male,White
659,1,29108,USED,12.45,137.3,11,11,0,82,82,67,10,17,1,,10,50,100,1,,,,5,75,0,20,77,6,1,0,400,400,,,,,,,,0,Female,Other
642,1,36667,NEW,10.86,124.09,46,0,0,61,281,100,42,60,1,15,42,40,239,120,15,46,114,2,33,0,45,43,4,30,0,120,1,0,0,,,,,0,0,Female,White
675,0,30838,USED,68.13,116.92,,,0,89,120,100,,13,0,33,,0,122,120,,,98,1,75,,16,14,21,1,0,120,1,1,1,,,,,0,0,Male,White
588,1,24476,USED,10.33,93.06,4,4,5,,113,52,16,79,2,52,27,0,107,30,,0,69,2,52,0,35,107,4,1,0,400,1,,,,,,,,0,Male,White
571,1,38208,NEW,7.71,110.46,36,15,0,,110,88,6,86,3,11,30,25,57,120,,,,2,47,0,30,50,5,1,0,400,120,0,0,,,,,0,0,Male,Other
591,0,29345,USED,11.94,108.69,0,0,0,,102,60,5,100,1,13,10,33,19,400,,,,0,43,0,14,,2,,0,400,400,1,1,,,,,1,0,Female,White
788,1,15932,USED,4.7,86.12,32,21,0,,32,100,240,,4,,246,0,,1,,,,0,100,3,246,,4,,0,1,1,,,,,,,,0,Female,White
587,0,28104,NEW,10.06,123.39,96,96,0,77,118,57,20,67,1,13,27,0,81,1,29,,,2,43,0,38,66,2,30,0,400,120,0,0,360,,,,0,0,Male,Other
797,1,27872,USED,11.21,147.86,48,24,0,79,100,100,22,15,13,60,101,13,205,30,,9,79,9,100,1,39,131,41,1,0,30,1,1,4,,,,,0,0,Male,White
742,1,22594,USED,17.04,116.46,81,56,0,13,81,16,48,17,8,36,99,0,207,60,,36,116,4,18,0,75,207,14,1,0,400,400,,,,,,,,0,Female,White
708,1,59445,NEW,11.63,91.85,104,34,0,,104,100,18,0,9,,42,0,63,1,,,,1,100,3,40,63,10,1,0,1,1,,,,,,,,0,Female,Other
,0,12058,NEW,10.68,51.66,13,13,0,,13,100,5,,1,,5,100,,1,,,,0,100,0,5,,1,,0,1,1,,,,,,,,0,Male,Hispanic
755,1,18908,NEW,10.22,97.05,13,13,0,,13,100,41,,1,,41,0,33,1,,,,0,100,1,37,,1,,0,1,1,,,,,,,,0,Female,White
633,0,25654,USED,12.24,101,81,81,90,,81,60,36,0,2,9,36,0,61,400,,0,47,1,60,0,37,61,4,1,0,400,30,,,,,,,,0,Male,Hispanic
599,1,26635,USED,11.54,123.6,95,91,0,20,95,50,38,20,4,4,41,0,99,90,12,0,,1,57,0,38,59,4,30,0,400,30,,,,,,,,0,Female,White
703,0,27092,USED,16.39,126.39,91,,0,30,91,50,,100,1,,,0,46,1,,91,,1,50,,40,46,2,1,0,400,400,0,0,,,,,0,0,Female,Asian
837,1,84896,NEW,7.31,124.68,0,0,0,,0,100,19,0,29,,77,15,184,1,,0,71,6,100,7,64,138,36,1,0,1,1,,,,,,,,0,Undefined,Hispanic
642,1,18476,USED,3.87,125.05,50,40,11,86,86,67,99,8,16,,144,20,159,1,,40,85,9,69,0,99,159,30,1,0,400,400,,,,,,,,0,Male,White
723,1,36907,NEW,13.58,106.43,98,87,0,57,105,100,21,63,9,,69,9,120,1,,19,120,3,100,1,40,69,15,1,0,1,1,0,0,,,,,0,0,Female,White
630,0,22991,USED,12.79,99.96,98,86,0,,98,100,27,0,17,,133,0,128,1,,41,69,1,100,5,120,128,20,1,0,1,1,0,0,,,,,0,0,Male,Other
720,1,82957,USED,3.78,98.17,19,15,0,53,101,100,15,40,3,31,45,20,47,30,31,,1,3,100,1,29,47,7,30,0,120,1,,,,,,,,0,Male,Black
859,1,33373,NEW,1.5,67.03,21,9,0,,80,100,13,33,7,,130,17,191,1,,,,4,100,3,94,104,14,1,0,1,1,,,,,,,,0,Male,White
701,1,35226,NEW,1.12,112.18,98,98,0,61,98,83,98,29,4,3,98,0,129,1,,0,129,6,83,0,52,113,11,1,0,30,30,,,,,,,,0,Undefined,White
608,0,19604,USED,9.68,98.55,151,75,19,96,151,82,2,13,9,11,42,80,158,400,,5,36,4,82,0,39,155,16,1,0,400,400,,,,,,,,0,Male,White
782,1,50888,NEW,5.79,100.97,33,17,0,100,100,100,40,100,6,,126,14,1,1,,,,1,100,4,110,1,8,1,0,1,1,,,,,,,,0,Female,White
843,1,31995,USED,5.5,59.38,28,14,0,,83,100,7,0,23,,81,14,233,1,,6,233,1,100,4,67,74,28,1,0,1,1,,,,,,,,0,Female,Black
736,1,24011,USED,7.56,51.09,53,53,0,,53,100,9,0,3,,9,100,103,1,,,,1,100,0,40,103,4,1,0,1,1,,,,,,,,0,Male,White
668,1,15489,USED,10.34,144.08,15,,0,38,38,43,37,50,4,73,12,33,111,400,48,8,,2,33,,21,111,5,400,0,400,1,,,,,,,,0,Female,Black
567,0,12703,NEW,10.42,28.48,105,92,0,,105,67,7,,2,10,12,50,,60,,,,0,67,0,12,,2,,0,60,60,0,0,,,,,0,0,Male,Hispanic
564,0,24491,NEW,7.93,114.93,58,,95,,58,25,23,0,2,,23,0,46,1,,,,1,25,0,52,46,2,400,0,400,400,0,0,,,,,0,0,Male,White
682,1,25006,NEW,10.7,69.66,28,,3,,28,67,28,0,6,1,93,0,176,1,,,101,1,67,0,80,96,12,1,0,30,30,,,,,,,,0,Female,White
538,0,29987,NEW,5.98,105.22,,,4,30,251,75,,53,,23,,0,211,90,20,,64,3,75,,101,133,5,400,0,400,400,2,2,,,,,2,0,Male,White
681,1,43313,NEW,15.21,110.95,55,35,0,99,99,71,22,25,5,27,59,25,123,60,27,,57,3,80,0,52,123,7,30,0,400,400,0,0,,,,,0,0,Male,Hispanic
612,1,31027,USED,7.74,83.86,100,79,22,93,100,78,2,14,17,47,40,57,145,1,,0,67,3,79,0,34,145,23,1,0,400,1,,,,,,,,0,Female,Black
656,1,34452,USED,10.02,107.67,90,81,0,,98,87,1,100,8,12,11,47,58,1,,12,3,1,87,0,38,20,11,1,0,60,60,1,2,,,,,2,1,Female,Hispanic
663,1,54193,NEW,18.75,129.68,59,42,0,44,60,86,61,15,0,5,61,0,95,1,,59,29,4,63,0,34,94,13,1,0,120,60,0,0,,,,,0,0,Undefined,Other
702,1,18016,USED,10.38,128.73,,,0,53,53,100,,100,,,,0,44,1,,,,1,100,,44,44,1,1,0,1,1,,,,,,,,0,Female,White
689,0,42671,NEW,11.48,121.93,57,30,0,86,86,89,7,17,7,46,20,50,149,1,37,13,118,6,89,0,34,149,12,400,0,400,1,,,,,,,,0,Male,Hispanic
724,1,21070,USED,10.08,118.37,43,43,0,71,126,100,7,100,1,,7,17,81,1,,,21,1,100,1,42,21,3,1,0,1,1,,,,,,,,0,Male,White
685,1,23398,USED,12.08,117.58,11,7,0,,11,75,4,,6,,12,38,,1,,,,0,75,0,36,,6,,0,120,120,2,2,,,,,1,0,Male,White
777,1,13586,USED,3.6,101.58,14,4,0,,93,91,1,0,8,,40,22,65,1,,7,,1,91,1,32,65,11,1,0,1,400,,,,,,,,0,Male,White
643,1,35599,NEW,14.15,108.76,0,,,,0,75,31,0,2,3,107,0,109,90,,0,36,1,40,,43,79,7,1,0,120,30,1,1,,,,,1,0,Female,White
717,1,24334,USED,10.59,78.88,14,9,0,,14,67,44,,4,,111,0,,1,,,,0,67,2,111,,4,,0,400,1,,,,,,,,0,Female,White
637,1,38692,USED,17.12,119.14,91,54,5,56,91,60,46,20,14,,61,0,123,1,,91,,10,62,0,54,123,24,1,0,400,400,,,,,,,,0,Male,White
745,1,36050,NEW,9.31,68.93,26,2,0,59,59,100,3,17,9,51,14,22,181,1,69,13,84,4,91,0,46,181,13,400,0,400,1,,,,,,,,0,Female,White
690,1,42645,USED,9.82,89.03,60,44,0,83,101,100,121,16,4,,121,14,123,1,,60,78,13,100,0,34,120,24,1,0,1,1,,,,,,,,0,Female,Other
686,1,23129,NEW,6.44,55.67,49,11,0,,49,64,1,0,4,44,36,50,163,1,44,9,,3,64,1,34,163,7,30,0,30,1,,,,,,,,0,Female,White
613,0,32093,USED,8.51,107.01,96,90,0,96,124,63,22,14,13,5,49,33,147,400,7,93,64,18,65,0,25,147,31,400,0,400,30,4,4,,,,,0,0,Male,Hispanic
737,1,28057,USED,5.04,100.77,41,41,0,,41,67,5,50,9,,141,50,183,1,,,,2,80,0,113,183,11,1,0,400,1,,,,,,,,0,Female,Hispanic
803,1,19902,USED,6.08,77.59,0,0,0,77,97,100,2,17,14,,24,17,137,1,,,16,5,100,1,36,97,30,1,0,1,1,,,,,,,,0,Male,White
622,1,38023,NEW,14.16,127.11,,,0,86,122,67,,77,,,,0,111,1,,,111,3,69,,46,89,4,1,0,400,400,,,,,,,,0,Male,White
525,0,8002,USED,5.52,92.54,,,100,,,50,18,0,0,,8,,40,1,,,,1,50,0,21,40,1,1,0,400,400,0,0,,,,,0,0,Male,White
701,0,26541,USED,13.53,134.4,85,59,0,,85,100,9,0,3,34,44,67,192,30,,22,46,3,67,0,47,87,7,1,0,400,1,0,0,0,,,,0,0,Female,White
576,0,41659,NEW,17.08,107.99,80,60,0,86,92,82,9,67,7,22,16,56,76,400,22,73,,3,75,0,16,76,9,30,0,400,1,0,0,,,,,0,0,Undefined,Black
756,1,51553,USED,10.83,95.63,73,29,0,59,93,100,3,17,15,69,79,6,177,1,69,14,64,9,100,5,57,153,27,30,0,30,1,,,,,,,,0,Female,White
751,1,14117,USED,2.84,109.43,1,0,0,,98,100,20,0,13,,33,22,167,90,,0,69,8,100,1,33,167,29,1,0,120,1,8,34,,,,,8,0,Male,Hispanic
694,1,22575,USED,6.28,99.56,0,0,,,0,100,6,,1,,6,100,,1,,,,0,100,0,6,,1,,0,1,1,,,,,,,,0,Female,White
838,1,53331,NEW,6.61,89.2,12,4,0,,96,100,19,0,8,,113,0,137,1,,0,,2,100,3,53,123,14,1,0,1,1,,,,,,,,0,Female,Hispanic
734,1,87980,NEW,9.82,101.25,33,11,0,61,99,96,4,43,24,50,27,33,233,30,,4,7,5,97,7,58,64,34,1,0,400,400,0,0,,,,,0,0,Female,Hispanic
807,1,19212,NEW,7.07,78.8,0,,0,,81,100,127,14,5,36,152,0,200,1,,0,,2,100,1,106,175,9,1,0,30,1,,,,,,,,0,Female,Black
793,1,14908,USED,3.25,83.86,21,15,0,,21,100,80,0,12,,110,0,95,1,,,,6,100,3,53,95,22,1,0,1,1,,,,,,,,0,Female,Asian
834,1,47226,USED,7.38,63.11,2,1,0,61,100,100,22,22,26,,38,20,159,1,,0,55,6,100,1,33,98,40,1,0,1,1,,,,,,,,0,Female,White
810,1,34508,USED,4.09,110.26,16,9,0,,99,100,7,33,5,45,110,40,180,1,,,,3,100,2,80,180,9,1,0,30,1,,,,,,,,0,Male,Black
697,1,10518,USED,6.73,101.87,97,75,0,75,97,100,21,33,13,,41,0,141,1,,29,68,5,100,2,51,141,19,1,0,1,1,,,,,,,,0,Male,White
634,0,22569,NEW,15.11,107.24,97,87,0,64,101,80,26,60,3,0,66,11,103,30,,92,103,4,80,0,32,63,10,1,0,30,30,,,,,,,,0,Male,Other
857,1,40234,USED,12.66,80.5,10,7,0,,10,100,50,0,11,,103,0,154,1,,,153,4,100,2,81,139,18,1,0,1,1,,,,,,,,0,Female,White
803,1,34428,NEW,4.21,83.21,0,,0,,87,100,82,0,9,,63,0,144,1,,0,105,4,100,,39,144,17,1,0,1,1,,,,,,,,0,Male,Hispanic
675,1,33673,USED,8.16,100.98,40,40,0,81,90,100,13,13,6,,31,0,107,1,,,30,8,47,0,28,107,17,400,0,400,1,,,,,,,,0,Male,White
666,0,18094,USED,10.12,123.3,72,60,0,72,96,71,6,100,4,74,48,60,38,60,,0,,2,71,0,29,38,6,1,0,400,1,2,3,,,,,0,0,Male,White
747,1,26850,NEW,6.69,108.59,24,8,0,77,99,100,11,33,21,,66,17,171,400,,3,25,5,100,4,43,171,34,1,0,400,1,0,0,,,,,0,0,Female,Hispanic
679,1,29311,USED,9.61,104.68,97,92,0,,115,100,82,8,5,,110,0,130,1,,0,16,2,100,0,33,107,31,1,0,1,1,,,,,,,,0,Female,Hispanic
715,1,18641,USED,10.41,100.23,84,84,0,2,84,80,28,100,2,45,28,0,77,30,45,0,23,1,80,1,46,77,3,30,0,30,1,,,,,,,,0,Female,White
652,0,50190,NEW,7.37,125.57,102,85,0,62,102,96,24,33,33,15,52,0,239,1,,19,120,6,91,3,51,126,43,1,0,90,90,0,0,,,,,0,0,Female,Black
695,1,54435,NEW,9.59,119.86,37,37,0,,37,100,3,,3,,7,100,,1,,,,0,100,0,7,,3,,0,1,1,,,,,,,,1,Female,White
793,1,30916,USED,6.14,112.01,37,3,0,,97,100,10,50,7,,72,22,113,1,,24,,1,100,3,57,72,10,1,0,1,1,,,,,,,,0,Male,Hispanic
632,1,14146,USED,3.85,104.82,98,93,0,52,99,100,17,100,4,,39,38,48,1,,76,2,2,100,0,26,48,9,1,0,400,1,1,6,,,,,6,0,Male,White
839,0,47295,NEW,13.83,100.87,41,9,0,28,42,100,35,40,10,,62,0,125,1,,0,,5,100,3,53,125,17,1,0,1,1,,,,,,,,0,Female,White
690,1,63706,USED,7.97,106.75,96,70,0,90,104,88,16,24,19,,33,17,86,400,,44,10,12,90,2,23,78,40,1,0,400,1,0,0,,,,,0,0,Male,White
772,1,29597,NEW,11.15,88.98,77,63,0,,77,100,173,,3,48,249,0,,1,,0,,0,100,2,240,,4,,0,30,1,,,,,,,,0,Male,Hispanic
783,1,31314,USED,3.12,96.65,83,38,0,19,83,100,1,67,20,,85,18,116,1,,13,38,2,100,3,63,116,26,1,0,1,1,,,,,,,,0,Female,Asian
794,1,11255,USED,5.57,150.07,0,,,,0,100,113,0,2,,36,0,113,1,,0,,1,100,,71,113,5,1,0,1,1,,,,,,,,0,Female,Hispanic
853,1,34851,NEW,2.81,73.51,22,11,0,23,92,100,26,25,5,,107,20,150,1,,,,4,100,3,81,150,11,1,0,1,1,,,,,,,,0,Male,White
766,1,60737,NEW,19.91,114.09,26,26,0,,26,100,125,0,3,,125,50,122,1,,17,122,1,100,1,40,104,5,1,0,1,1,,,,,,,,1,Male,Hispanic
784,1,15162,USED,8.35,39.29,0,0,0,,84,100,24,20,15,68,142,8,160,1,,0,22,2,100,6,91,118,26,1,0,30,1,0,0,,,,,0,0,Female,Asian
756,1,35866,NEW,8.04,67.94,53,14,0,,99,100,32,,14,,45,8,73,1,,0,,0,100,7,38,,15,,0,1,1,,,,,,,,0,Male,White
574,0,25272,NEW,8.68,119.61,,,2,54,136,27,46,100,2,30,11,25,93,400,30,,,1,31,0,26,46,3,30,0,400,400,,,,,,,,0,Female,Other
767,1,16564,USED,10.18,116.04,4,2,0,,108,100,20,100,4,,40,0,105,1,,,,0,100,0,44,,4,,0,1,1,,,,,,,,0,Male,White
805,1,46036,USED,10.99,104.63,36,22,0,,63,88,50,0,11,,28,86,151,1,,1,89,2,90,1,22,81,17,1,0,1,1,,,,,,,,0,Female,White
684,1,36334,USED,17.22,98.53,68,39,0,,68,100,4,0,10,,25,14,259,1,,0,32,0,100,3,36,,15,,0,1,1,,,,,,,,0,Female,White
582,0,16829,USED,3.45,95.35,4,4,10,,121,40,14,0,1,24,70,0,166,90,,,80,5,13,0,48,166,7,400,0,400,1,1,1,0,,,,1,0,Male,White
717,1,17487,USED,11.57,79.35,48,44,0,,48,100,41,,1,13,44,0,,1,,,,0,50,0,44,,1,,0,30,1,,,,,,,,0,Female,Hispanic
748,1,38050,USED,4.98,85.51,95,11,0,48,95,86,17,50,9,12,43,20,69,1,,74,,1,89,1,47,38,11,1,0,30,30,,,,,,,,0,Male,White
743,1,21956,USED,17.26,103.47,68,47,0,,68,100,47,,4,,82,0,,1,,,,0,100,0,82,,4,,0,1,1,,,,,,,,0,Male,White
709,0,18954,NEW,11.93,97.36,88,85,0,35,95,100,33,40,6,,50,0,116,1,,0,97,4,100,0,37,116,12,1,0,1,1,,,,,,,,0,Female,Black
846,1,24926,USED,5.76,92.32,24,4,0,,97,100,14,10,24,,62,0,126,1,,,18,2,100,6,41,126,37,1,0,1,1,,,,,,,,0,Female,Hispanic
813,1,20884,USED,9.13,88.92,3,3,0,,3,100,65,0,2,,65,0,96,1,,,,1,100,1,45,76,3,1,0,1,1,,,,,,,,0,Male,Black
819,1,36294,USED,10.53,95.52,30,14,0,75,75,100,24,22,12,,83,0,127,1,,1,15,6,100,3,72,122,24,1,0,1,1,0,0,,,,,0,0,Female,Black
800,1,31115,USED,7.25,99.7,44,25,0,78,105,100,6,44,8,,58,22,180,1,,44,38,6,100,1,44,180,17,1,0,1,1,0,0,0,,,,0,0,Female,White
808,1,43545,NEW,7.39,96.19,25,12,0,,100,100,72,0,10,,84,25,124,1,,,124,1,100,3,56,83,14,1,0,1,1,,,,,,,,0,Male,White
808,1,15001,USED,5.59,84,27,27,0,,81,100,35,0,8,,161,0,145,1,,0,8,2,100,1,89,145,13,1,0,1,1,,,,,,,,0,Female,White
657,0,31026,USED,10.03,101.93,36,25,34,,104,36,3,25,3,12,41,40,175,1,,,,1,27,0,47,61,3,400,0,400,60,0,0,,,,,0,0,Male,White
623,0,34227,USED,12.61,131.14,55,11,0,81,81,80,3,33,6,,11,33,114,400,,55,16,2,67,0,16,50,10,400,0,400,400,1,1,,,,,0,0,Male,White
686,1,46531,NEW,9.77,100.79,99,47,0,,99,100,24,0,4,,54,0,129,1,,,78,5,100,3,39,129,12,1,0,1,1,,,,,,,,0,Male,White
604,1,37569,USED,11.93,87.85,93,90,0,71,93,86,29,50,1,15,34,0,86,30,16,55,44,2,38,0,26,36,5,60,0,400,1,1,1,,,,,1,0,Female,Hispanic
591,0,30443,USED,15.84,95.36,110,40,29,,110,79,3,0,10,,18,40,76,400,,9,,1,79,0,21,76,11,1,0,400,400,,,,,,,,0,Male,White
827,1,23976,USED,11.15,108.51,1,0,0,97,97,100,23,17,11,72,90,14,153,1,72,0,15,2,100,2,68,97,18,30,0,30,1,,,,,,,,0,Male,Hispanic
792,1,97290,NEW,1.75,100,8,1,0,,100,100,63,0,15,43,187,0,146,1,,2,,2,100,6,134,146,19,1,0,30,1,,,,,,,,0,Female,White
669,1,47400,USED,9.4,107.73,53,53,0,,96,100,39,50,1,27,39,67,30,30,,,6,2,100,1,14,20,4,1,0,30,1,2,2,0,,,,1,0,Female,White
726,1,18249,USED,5.39,111.27,22,0,0,,136,100,54,89,7,23,58,0,141,1,,15,,2,93,1,79,91,9,1,0,120,1,,,,,,,,0,Female,White
653,1,31760,USED,8.21,99.88,0,0,0,63,63,86,7,25,2,19,12,40,63,400,,0,9,3,50,0,24,63,6,1,0,400,1,2,2,,,,,0,0,Female,White
530,0,21015,USED,6.02,90.9,58,,90,,58,13,63,,4,15,101,0,,400,,,,0,9,0,59,,4,,0,400,120,1,2,,,,,0,1,Female,Asian
812,1,18527,USED,6.8,107.87,22,2,0,,22,100,10,0,8,,35,25,116,1,,0,33,0,100,5,34,,10,,0,1,1,0,0,,,,,0,0,Male,White
692,1,31845,USED,4.98,99.54,98,97,0,28,98,100,54,20,3,,150,0,131,1,,,,5,100,2,88,131,9,1,0,120,1,,,,,,,,0,Female,Hispanic
583,0,34441,NEW,10.53,107.34,,,16,,160,50,,40,0,,,0,188,1,,,29,1,50,,77,80,2,1,0,400,400,2,2,,,,,1,0,Male,White
663,1,30790,USED,12.26,93.32,76,73,0,,116,91,6,94,5,14,30,5,121,60,,,,1,83,0,36,121,6,1,0,400,60,1,2,,,,,0,0,Male,White
697,1,28101.24,USED,11.95,131.79,80,53,0,85,112,100,23,100,3,,50,20,16,1,,80,,1,100,0,25,13,4,1,0,1,1,0,0,,,,,0,0,Female,White
760,1,46071,NEW,8.27,97.42,0,0,,,0,100,7,,5,,30,25,,1,,,,0,100,4,30,,5,,0,1,1,,,,,,,,0,Female,Black
771,1,13626,USED,12.42,109.23,10,3,0,,53,100,2,50,4,,20,20,58,1,,,,0,100,0,32,,4,,0,1,1,0,0,,,,,0,0,Male,Black
668,1,37119,NEW,12.79,122.37,99,98,0,41,99,100,42,50,6,,50,29,86,1,,17,,2,100,0,34,86,8,1,0,1,1,,,,,,,,0,Male,Black
731,1,41871,NEW,9.3,134.74,72,72,0,79,79,100,15,100,5,,18,17,22,1,,57,,1,100,0,17,22,6,1,0,1,1,0,0,,,,,0,0,Female,White
716,0,17124,USED,5.53,100.79,77,7,0,43,89,86,5,33,5,13,55,14,123,1,13,,,3,71,1,81,123,6,30,0,120,120,0,0,,,,,0,0,Female,Black
659,1,39657,USED,16.06,107.62,60,25,2,87,184,72,8,65,2,39,22,15,139,400,39,,48,4,74,0,64,124,7,30,0,400,1,1,1,0,,,,1,0,Undefined,White
784,1,18041,USED,5.67,76.5,18,18,0,,18,100,19,,2,,97,0,46,1,,,,0,100,1,66,,2,,0,1,1,,,,,,,,0,Female,Hispanic
652,0,22774,USED,19.09,112.74,0,0,2,,79,80,22,50,0,14,22,0,152,400,14,,,2,40,0,70,71,1,30,0,400,1,1,1,,,,,1,0,Female,Other
603,0,28510,NEW,6.17,109.67,97,85,4,,108,55,45,33,4,15,77,0,116,30,19,,54,6,33,0,49,108,8,30,0,400,1,,,,,,,,0,Female,White
631,1,40002,USED,9.14,96.56,31,15,6,80,91,73,3,33,6,17,79,27,157,30,,0,26,4,53,0,40,71,16,1,0,400,1,4,5,0,,,,0,0,Female,White
778,1,18699,USED,7.16,89.1,21,0,0,,21,100,20,,26,36,77,25,,1,,0,,0,100,1,52,,26,,0,30,1,,,,,,,,0,Female,White
828,1,17474,NEW,4.8,84.09,10,3,0,,102,100,20,67,10,,78,0,150,1,,0,98,2,100,4,60,117,14,1,0,1,1,,,,,,,,0,Male,White
795,1,12279,USED,3.67,52.5,14,14,0,,123,100,35,100,2,,35,0,82,1,,0,,0,100,0,46,,2,,0,1,1,,,,,,,,0,Male,White
651,1,28981,USED,13.32,107.58,102,31,0,,110,100,16,92,8,,29,11,94,1,,86,6,1,100,1,46,82,10,1,0,1,1,2,5,,,,,3,0,Female,Hispanic
664,1,12673,USED,14.14,101.79,82,78,0,50,82,100,22,100,3,17,27,0,36,30,,28,,1,80,0,38,36,4,1,0,30,1,0,0,,,,,0,0,Undefined,Hispanic
677,0,31654,NEW,9.33,133.91,1,0,0,88,88,80,12,50,7,,35,25,26,400,,,,2,88,0,31,26,10,1,0,400,1,0,0,,,,,0,0,Male,White
659,0,32644,USED,7.2,124.3,81,77,0,82,100,88,1,40,4,78,28,33,75,1,,32,,5,88,0,22,75,9,1,0,400,1,4,11,3010,,,,0,0,Male,White
597,0,47302,USED,3.39,112.68,,,5,,97,80,246,4,3,25,251,100,293,60,44,,,26,56,,52,121,27,60,0,400,400,0,0,,,,,0,0,Male,Other
,0,18674,USED,6.68,99.47,,,,,,,,,,,,,2,1,,,,0,,,2,,,,0,1,1,,,,,,,,0,Male,Hispanic
618,0,49883,NEW,14.57,122.31,,,33,,100,94,15,6,0,9,7,67,243,400,9,,1,3,90,0,84,36,5,120,0,400,400,1,4,1437,,,,0,0,Male,Black
607,0,33052,NEW,9.1,115.14,,,0,101,101,40,,33,,,,100,65,1,,,,3,40,,22,65,3,1,0,1,1,,,,,,,,0,Male,Hispanic
878,1,29711,USED,2.81,100.07,22,8,0,,98,100,18,33,12,,122,9,128,1,,2,1,2,100,5,130,128,17,1,0,1,1,,,,,,,,0,Male,White
685,1,24868,USED,7.22,108.17,0,,0,,91,90,70,0,12,4,15,17,126,30,4,0,82,4,80,,16,126,15,30,1,30,30,,,,,,,,0,Male,Hispanic
670,1,71163,USED,8.38,108.23,46,19,4,83,96,96,16,41,31,31,32,26,107,1,31,22,29,9,97,0,32,99,44,30,0,400,1,5,12,,,,,0,0,Male,White
795,1,12271,USED,4.58,98.76,18,3,0,,98,100,15,100,11,,47,11,3,1,,4,3,0,100,1,34,,12,,0,1,1,,,,,,,,0,Male,White
810,1,16024,USED,3.9,93.87,7,4,0,,7,100,58,0,4,,69,0,71,1,,,,2,100,4,58,71,6,1,0,1,1,,,,,,,,0,Female,Hispanic
654,1,13391,USED,6.6,151.74,91,74,15,,91,80,10,0,7,56,35,43,155,30,,0,31,2,83,0,22,87,14,1,0,400,1,,,,,,,,0,Male,Black
710,1,29860,USED,14.51,96.33,16,14,0,,74,60,88,33,4,17,88,20,235,1,41,16,25,1,58,0,44,71,9,30,0,90,400,,,,,,,,0,Female,White
847,1,19335,NEW,4.71,69.42,10,0,0,10,98,100,45,25,7,,121,0,128,1,,10,,3,100,1,68,93,14,1,0,1,1,,,,,,,,0,Female,White
800,1,22506,NEW,8.26,59,0,0,,,0,100,78,0,3,,78,0,118,1,,0,,2,100,0,47,73,5,1,0,1,1,,,,,,,,0,Male,White
764,1,21633,USED,8.62,75.91,5,5,0,,5,100,21,,2,,32,0,,1,,,,0,100,0,32,,2,,0,1,1,,,,,,,,0,Male,White
593,1,20851,NEW,14.58,103.11,,,50,39,39,50,54,20,1,22,19,0,167,1,22,,47,4,0,,37,151,3,30,0,400,1,0,0,10019,,,0,0,0,Male,White
786,1,22476,USED,11.92,95.65,24,24,0,60,105,100,43,40,1,,43,0,123,1,,,,4,100,0,50,83,5,1,0,1,1,,,,,,,,0,Female,Other
744,1,30378,USED,15.11,120.43,24,24,0,59,100,92,1,43,10,1,30,57,95,1,,0,3,5,92,0,20,95,18,1,0,30,30,,,,,,,,0,Undefined,White
671,1,27798,USED,8.41,111.2,100,42,0,,100,100,16,,14,,31,0,,1,,,,0,100,1,31,,15,,0,1,1,,,,,,,,0,Male,Other
620,1,13346,USED,3.62,83.44,88,70,2,,88,67,262,0,2,,262,0,18,400,,88,18,0,67,1,112,,2,,0,400,400,,,,,,,,0,Female,White
771,1,8400,USED,2.29,133.59,94,94,0,93,94,100,159,50,5,,159,20,34,1,,0,,2,100,0,50,34,8,1,0,1,1,,,,,,,,0,Male,Hispanic
